schoolid,schoolName,urban,charter,schPctnonw,schPctsped,schPctfree,year08,MathAvgScore
Dtype 1 Dnum 129 Snum 30,MONTEVIDEO MIDDLE,1,0,0.076923077,0.120879121,0.43956044,1,648.1
Dtype 1 Dnum 129 Snum 30,MONTEVIDEO MIDDLE,1,0,0.076923077,0.120879121,0.43956044,2,655.3
Dtype 1 Dnum 13 Snum 17,CENTRAL MIDDLE,1,0,0.621621622,0.151351351,0.724324324,0,648.2
Dtype 1 Dnum 13 Snum 17,CENTRAL MIDDLE,1,0,0.621621622,0.151351351,0.724324324,1,642.6
Dtype 1 Dnum 13 Snum 17,CENTRAL MIDDLE,1,0,0.621621622,0.151351351,0.724324324,2,645.4
Dtype 1 Dnum 138 Snum 20,NORTH BRANCH MIDDLE,1,0,0.035433071,0.122047244,0.307086614,0,656
Dtype 1 Dnum 138 Snum 20,NORTH BRANCH MIDDLE,1,0,0.035433071,0.122047244,0.307086614,1,653.5
Dtype 1 Dnum 138 Snum 20,NORTH BRANCH MIDDLE,1,0,0.035433071,0.122047244,0.307086614,2,654.4
Dtype 1 Dnum 139 Snum 10,C.E. JACOBSON ELEMENTARY,1,0,0.032258065,0.080645161,0.370967742,0,651.7
Dtype 1 Dnum 139 Snum 10,C.E. JACOBSON ELEMENTARY,1,0,0.032258065,0.080645161,0.370967742,1,650.8
Dtype 1 Dnum 139 Snum 10,C.E. JACOBSON ELEMENTARY,1,0,0.032258065,0.080645161,0.370967742,2,654.4
Dtype 1 Dnum 14 Snum 23,FRIDLEY MIDDLE,1,0,0.295454545,0.142045455,0.477272727,0,652.2
Dtype 1 Dnum 14 Snum 23,FRIDLEY MIDDLE,1,0,0.295454545,0.142045455,0.477272727,1,654.3
Dtype 1 Dnum 14 Snum 23,FRIDLEY MIDDLE,1,0,0.295454545,0.142045455,0.477272727,2,656.1
Dtype 1 Dnum 146 Snum 10,BARNESVILLE ELEMENTARY,0,0,0.028169014,0.098591549,0.211267606,0,652
Dtype 1 Dnum 146 Snum 10,BARNESVILLE ELEMENTARY,0,0,0.028169014,0.098591549,0.211267606,1,658.2
Dtype 1 Dnum 146 Snum 10,BARNESVILLE ELEMENTARY,0,0,0.028169014,0.098591549,0.211267606,2,655
Dtype 1 Dnum 15 Snum 123,ST. FRANCIS MIDDLE,1,0,0.054830287,0.091383812,0.253263708,0,653.5
Dtype 1 Dnum 15 Snum 123,ST. FRANCIS MIDDLE,1,0,0.054830287,0.091383812,0.253263708,1,652.1
Dtype 1 Dnum 15 Snum 123,ST. FRANCIS MIDDLE,1,0,0.054830287,0.091383812,0.253263708,2,657.1
Dtype 1 Dnum 150 Snum 10,HAWLEY ELEMENTARY,0,0,0.015873016,0.158730159,0.26984127,0,652
Dtype 1 Dnum 150 Snum 10,HAWLEY ELEMENTARY,0,0,0.015873016,0.158730159,0.26984127,1,653.4
Dtype 1 Dnum 150 Snum 10,HAWLEY ELEMENTARY,0,0,0.015873016,0.158730159,0.26984127,2,659.5
Dtype 1 Dnum 152 Snum 380,HORIZON MIDDLE SCHOOL,1,0,0.151098901,0.137362637,0.266483516,0,657.4
Dtype 1 Dnum 152 Snum 380,HORIZON MIDDLE SCHOOL,1,0,0.151098901,0.137362637,0.266483516,1,654.4
Dtype 1 Dnum 152 Snum 380,HORIZON MIDDLE SCHOOL,1,0,0.151098901,0.137362637,0.266483516,2,654.5
Dtype 1 Dnum 16 Snum 777,LEARNING ALTERNATIVES COMMUNITY SCH,1,0,0.2,0.1,0.2,0,NA
Dtype 1 Dnum 16 Snum 777,LEARNING ALTERNATIVES COMMUNITY SCH,1,0,0.2,0.1,0.2,1,NA
Dtype 1 Dnum 16 Snum 777,LEARNING ALTERNATIVES COMMUNITY SCH,1,0,0.2,0.1,0.2,2,659.7
Dtype 1 Dnum 16 Snum 92,WESTWOOD MIDDLE,1,0,0.296296296,0.157407407,0.351851852,0,653.4
Dtype 1 Dnum 16 Snum 92,WESTWOOD MIDDLE,1,0,0.296296296,0.157407407,0.351851852,1,652.2
Dtype 1 Dnum 16 Snum 92,WESTWOOD MIDDLE,1,0,0.296296296,0.157407407,0.351851852,2,656.1
Dtype 1 Dnum 162 Snum 10,BAGLEY ELEMENTARY,0,0,0.373134328,0.179104478,0.597014925,0,645.8
Dtype 1 Dnum 162 Snum 10,BAGLEY ELEMENTARY,0,0,0.373134328,0.179104478,0.597014925,1,650.5
Dtype 1 Dnum 162 Snum 10,BAGLEY ELEMENTARY,0,0,0.373134328,0.179104478,0.597014925,2,651.2
Dtype 1 Dnum 166 Snum 40,COOK COUNTY MIDDLE,0,0,0.162790698,0.162790698,0.279069767,0,653.4
Dtype 1 Dnum 166 Snum 40,COOK COUNTY MIDDLE,0,0,0.162790698,0.162790698,0.279069767,1,651.7
Dtype 1 Dnum 166 Snum 40,COOK COUNTY MIDDLE,0,0,0.162790698,0.162790698,0.279069767,2,658
Dtype 1 Dnum 173 Snum 10,MOUNTAIN LAKE ELEMENTARY,0,0,0.2,0.257142857,0.371428571,0,648.6
Dtype 1 Dnum 173 Snum 10,MOUNTAIN LAKE ELEMENTARY,0,0,0.2,0.257142857,0.371428571,1,652.7
Dtype 1 Dnum 173 Snum 10,MOUNTAIN LAKE ELEMENTARY,0,0,0.2,0.257142857,0.371428571,2,652.6
Dtype 1 Dnum 177 Snum 60,WINDOM MIDDLE,1,0,0.161290323,0.161290323,0.435483871,0,658.2
Dtype 1 Dnum 177 Snum 60,WINDOM MIDDLE,1,0,0.161290323,0.161290323,0.435483871,1,657.8
Dtype 1 Dnum 177 Snum 60,WINDOM MIDDLE,1,0,0.161290323,0.161290323,0.435483871,2,656.8
Dtype 1 Dnum 181 Snum 22,FORESTVIEW MIDDLE,1,0,0.074561404,0.171052632,0.460526316,0,653.9
Dtype 1 Dnum 181 Snum 22,FORESTVIEW MIDDLE,1,0,0.074561404,0.171052632,0.460526316,1,651.9
Dtype 1 Dnum 181 Snum 22,FORESTVIEW MIDDLE,1,0,0.074561404,0.171052632,0.460526316,2,653.1
Dtype 1 Dnum 182 Snum 6,CUYUNA RANGE ELEMENTARY,0,0,0.0375,0.1125,0.5625,0,647
Dtype 1 Dnum 182 Snum 6,CUYUNA RANGE ELEMENTARY,0,0,0.0375,0.1125,0.5625,1,645.2
Dtype 1 Dnum 182 Snum 6,CUYUNA RANGE ELEMENTARY,0,0,0.0375,0.1125,0.5625,2,652.5
Dtype 1 Dnum 186 Snum 15,PEQUOT LAKES MIDDLE,0,0,0.025210084,0.109243697,0.344537815,0,649.8
Dtype 1 Dnum 186 Snum 15,PEQUOT LAKES MIDDLE,0,0,0.025210084,0.109243697,0.344537815,1,654.5
Dtype 1 Dnum 186 Snum 15,PEQUOT LAKES MIDDLE,0,0,0.025210084,0.109243697,0.344537815,2,656.1
Dtype 1 Dnum 191 Snum 482,GIDEON POND ELEMENTARY,1,0,0.310344828,0.068965517,0.344827586,0,654.8
Dtype 1 Dnum 191 Snum 482,GIDEON POND ELEMENTARY,1,0,0.310344828,0.068965517,0.344827586,1,661.5
Dtype 1 Dnum 191 Snum 482,GIDEON POND ELEMENTARY,1,0,0.310344828,0.068965517,0.344827586,2,660.3
Dtype 1 Dnum 191 Snum 483,EDWARD NEILL ELEMENTARY,1,0,0.510638298,0.191489362,0.617021277,0,649.6
Dtype 1 Dnum 191 Snum 483,EDWARD NEILL ELEMENTARY,1,0,0.510638298,0.191489362,0.617021277,1,650.7
Dtype 1 Dnum 191 Snum 483,EDWARD NEILL ELEMENTARY,1,0,0.510638298,0.191489362,0.617021277,2,649.1
Dtype 1 Dnum 191 Snum 484,M.W. SAVAGE ELEMENTARY,1,0,0.281690141,0.070422535,0.323943662,0,657.5
Dtype 1 Dnum 191 Snum 484,M.W. SAVAGE ELEMENTARY,1,0,0.281690141,0.070422535,0.323943662,1,659.8
Dtype 1 Dnum 191 Snum 484,M.W. SAVAGE ELEMENTARY,1,0,0.281690141,0.070422535,0.323943662,2,660.9
Dtype 1 Dnum 191 Snum 485,SIOUX TRAIL ELEMENTARY,1,0,0.306122449,0.142857143,0.306122449,0,654.5
Dtype 1 Dnum 191 Snum 485,SIOUX TRAIL ELEMENTARY,1,0,0.306122449,0.142857143,0.306122449,1,650.9
Dtype 1 Dnum 191 Snum 485,SIOUX TRAIL ELEMENTARY,1,0,0.306122449,0.142857143,0.306122449,2,659.8
Dtype 1 Dnum 191 Snum 486,VISTA VIEW ELEMENTARY,1,0,0.185185185,0.12962963,0.203703704,0,652
Dtype 1 Dnum 191 Snum 486,VISTA VIEW ELEMENTARY,1,0,0.185185185,0.12962963,0.203703704,1,657
Dtype 1 Dnum 191 Snum 486,VISTA VIEW ELEMENTARY,1,0,0.185185185,0.12962963,0.203703704,2,659.8
Dtype 1 Dnum 191 Snum 487,WILLIAM BYRNE ELEMENTARY,1,0,0.303571429,0.089285714,0.303571429,0,658
Dtype 1 Dnum 191 Snum 487,WILLIAM BYRNE ELEMENTARY,1,0,0.303571429,0.089285714,0.303571429,1,654.4
Dtype 1 Dnum 191 Snum 487,WILLIAM BYRNE ELEMENTARY,1,0,0.303571429,0.089285714,0.303571429,2,658.8
Dtype 1 Dnum 191 Snum 488,RAHN ELEMENTARY,1,0,0.275,0.125,0.2,0,659.4
Dtype 1 Dnum 191 Snum 488,RAHN ELEMENTARY,1,0,0.275,0.125,0.2,1,659.1
Dtype 1 Dnum 191 Snum 488,RAHN ELEMENTARY,1,0,0.275,0.125,0.2,2,660.2
Dtype 1 Dnum 191 Snum 489,SKY OAKS ELEMENTARY,1,0,0.365079365,0.126984127,0.349206349,0,653.6
Dtype 1 Dnum 191 Snum 489,SKY OAKS ELEMENTARY,1,0,0.365079365,0.126984127,0.349206349,1,655.9
Dtype 1 Dnum 191 Snum 489,SKY OAKS ELEMENTARY,1,0,0.365079365,0.126984127,0.349206349,2,658.5
Dtype 1 Dnum 191 Snum 490,HIDDEN VALLEY ELEMENTARY,1,0,0.386666667,0.053333333,0.386666667,0,652.3
Dtype 1 Dnum 191 Snum 490,HIDDEN VALLEY ELEMENTARY,1,0,0.386666667,0.053333333,0.386666667,1,653.6
Dtype 1 Dnum 191 Snum 490,HIDDEN VALLEY ELEMENTARY,1,0,0.386666667,0.053333333,0.386666667,2,656.8
Dtype 1 Dnum 191 Snum 491,HARRIET BISHOP ELEMENTARY,1,0,0.068965517,0.08045977,0.137931034,0,657.2
Dtype 1 Dnum 191 Snum 491,HARRIET BISHOP ELEMENTARY,1,0,0.068965517,0.08045977,0.137931034,1,659.2
Dtype 1 Dnum 191 Snum 491,HARRIET BISHOP ELEMENTARY,1,0,0.068965517,0.08045977,0.137931034,2,662.5
Dtype 1 Dnum 192 Snum 30,LEVI P. DODGE MIDDLE SCHOOL,1,0,0.091269841,0.079365079,0.150793651,0,NA
Dtype 1 Dnum 192 Snum 30,LEVI P. DODGE MIDDLE SCHOOL,1,0,0.091269841,0.079365079,0.150793651,1,NA
Dtype 1 Dnum 192 Snum 30,LEVI P. DODGE MIDDLE SCHOOL,1,0,0.091269841,0.079365079,0.150793651,2,658
Dtype 1 Dnum 192 Snum 60,ROBERT BOECKMAN MIDDLE SCHOOL,1,0,0.114893617,0.10212766,0.153191489,0,653.4
Dtype 1 Dnum 192 Snum 60,ROBERT BOECKMAN MIDDLE SCHOOL,1,0,0.114893617,0.10212766,0.153191489,1,654.4
Dtype 1 Dnum 192 Snum 60,ROBERT BOECKMAN MIDDLE SCHOOL,1,0,0.114893617,0.10212766,0.153191489,2,660
Dtype 1 Dnum 194 Snum 104,KENWOOD TRAIL MIDDLE SCHOOL,1,0,0.1003861,0.108108108,0.138996139,0,653.4
Dtype 1 Dnum 194 Snum 104,KENWOOD TRAIL MIDDLE SCHOOL,1,0,0.1003861,0.108108108,0.138996139,1,656.1
Dtype 1 Dnum 194 Snum 104,KENWOOD TRAIL MIDDLE SCHOOL,1,0,0.1003861,0.108108108,0.138996139,2,657.3
Dtype 1 Dnum 194 Snum 105,CENTURY MIDDLE SCHOOL,1,0,0.086956522,0.143812709,0.050167224,0,655.2
Dtype 1 Dnum 194 Snum 105,CENTURY MIDDLE SCHOOL,1,0,0.086956522,0.143812709,0.050167224,1,656.8
Dtype 1 Dnum 194 Snum 105,CENTURY MIDDLE SCHOOL,1,0,0.086956522,0.143812709,0.050167224,2,658.4
Dtype 1 Dnum 194 Snum 89,MCGUIRE MIDDLE,1,0,0.128289474,0.138157895,0.144736842,0,655.6
Dtype 1 Dnum 194 Snum 89,MCGUIRE MIDDLE,1,0,0.128289474,0.138157895,0.144736842,1,657.2
Dtype 1 Dnum 194 Snum 89,MCGUIRE MIDDLE,1,0,0.128289474,0.138157895,0.144736842,2,659.5
Dtype 1 Dnum 195 Snum 10,RANDOLPH ELEMENTARY,0,0,0.024390244,0.073170732,0.195121951,0,653.3
Dtype 1 Dnum 195 Snum 10,RANDOLPH ELEMENTARY,0,0,0.024390244,0.073170732,0.195121951,1,657.9
Dtype 1 Dnum 195 Snum 10,RANDOLPH ELEMENTARY,0,0,0.024390244,0.073170732,0.195121951,2,661.4
Dtype 1 Dnum 196 Snum 25,DAKOTA HILLS MIDDLE,1,0,0.167567568,0.097297297,0.094594595,0,660.2
Dtype 1 Dnum 196 Snum 25,DAKOTA HILLS MIDDLE,1,0,0.167567568,0.097297297,0.094594595,1,659.4
Dtype 1 Dnum 196 Snum 25,DAKOTA HILLS MIDDLE,1,0,0.167567568,0.097297297,0.094594595,2,664.4
Dtype 1 Dnum 196 Snum 32,BLACK HAWK MIDDLE,1,0,0.301115242,0.118959108,0.185873606,0,656.7
Dtype 1 Dnum 196 Snum 32,BLACK HAWK MIDDLE,1,0,0.301115242,0.118959108,0.185873606,1,656.9
Dtype 1 Dnum 196 Snum 32,BLACK HAWK MIDDLE,1,0,0.301115242,0.118959108,0.185873606,2,659
Dtype 1 Dnum 196 Snum 39,ROSEMOUNT MIDDLE,1,0,0.153424658,0.164383562,0.106849315,0,655.9
Dtype 1 Dnum 196 Snum 39,ROSEMOUNT MIDDLE,1,0,0.153424658,0.164383562,0.106849315,1,657.1
Dtype 1 Dnum 196 Snum 39,ROSEMOUNT MIDDLE,1,0,0.153424658,0.164383562,0.106849315,2,661.6
Dtype 1 Dnum 196 Snum 86,FALCON RIDGE MIDDLE,1,0,0.212707182,0.121546961,0.138121547,0,656.5
Dtype 1 Dnum 196 Snum 86,FALCON RIDGE MIDDLE,1,0,0.212707182,0.121546961,0.138121547,1,656.9
Dtype 1 Dnum 196 Snum 86,FALCON RIDGE MIDDLE,1,0,0.212707182,0.121546961,0.138121547,2,660.7
Dtype 1 Dnum 196 Snum 93,SCOTT HIGHLANDS MIDDLE,1,0,0.256302521,0.147058824,0.218487395,0,653.6
Dtype 1 Dnum 196 Snum 93,SCOTT HIGHLANDS MIDDLE,1,0,0.256302521,0.147058824,0.218487395,1,653.2
Dtype 1 Dnum 196 Snum 93,SCOTT HIGHLANDS MIDDLE,1,0,0.256302521,0.147058824,0.218487395,2,656.9
Dtype 1 Dnum 196 Snum 98,VALLEY MIDDLE,1,0,0.3125,0.177083333,0.302083333,0,652.6
Dtype 1 Dnum 196 Snum 98,VALLEY MIDDLE,1,0,0.3125,0.177083333,0.302083333,1,651.7
Dtype 1 Dnum 196 Snum 98,VALLEY MIDDLE,1,0,0.3125,0.177083333,0.302083333,2,654.8
Dtype 1 Dnum 197 Snum 52,FRIENDLY HILLS MIDDLE,1,0,0.340740741,0.125925926,0.4,0,654.3
Dtype 1 Dnum 197 Snum 52,FRIENDLY HILLS MIDDLE,1,0,0.340740741,0.125925926,0.4,1,653.7
Dtype 1 Dnum 197 Snum 52,FRIENDLY HILLS MIDDLE,1,0,0.340740741,0.125925926,0.4,2,653.9
Dtype 1 Dnum 197 Snum 54,HERITAGE MIDDLE,1,0,0.454545455,0.13986014,0.48951049,0,653.8
Dtype 1 Dnum 197 Snum 54,HERITAGE MIDDLE,1,0,0.454545455,0.13986014,0.48951049,1,648.4
Dtype 1 Dnum 197 Snum 54,HERITAGE MIDDLE,1,0,0.454545455,0.13986014,0.48951049,2,651
Dtype 1 Dnum 199 Snum 27,INVER GROVE HEIGHTS MIDDLE,1,0,0.218954248,0.091503268,0.287581699,0,650.8
Dtype 1 Dnum 199 Snum 27,INVER GROVE HEIGHTS MIDDLE,1,0,0.218954248,0.091503268,0.287581699,1,653.5
Dtype 1 Dnum 199 Snum 27,INVER GROVE HEIGHTS MIDDLE,1,0,0.218954248,0.091503268,0.287581699,2,653.9
Dtype 1 Dnum 2 Snum 1,HILL CITY ELEMENTARY,0,0,0,0,0.315789474,0,657.1
Dtype 1 Dnum 2 Snum 1,HILL CITY ELEMENTARY,0,0,0,0,0.315789474,1,658.2
Dtype 1 Dnum 2 Snum 1,HILL CITY ELEMENTARY,0,0,0,0,0.315789474,2,658.3
Dtype 1 Dnum 200 Snum 130,HASTINGS MIDDLE SCHOOL,1,0,0.050847458,0.096045198,0.194915254,0,652
Dtype 1 Dnum 200 Snum 130,HASTINGS MIDDLE SCHOOL,1,0,0.050847458,0.096045198,0.194915254,1,654.3
Dtype 1 Dnum 200 Snum 130,HASTINGS MIDDLE SCHOOL,1,0,0.050847458,0.096045198,0.194915254,2,656.5
Dtype 1 Dnum 203 Snum 3,HAYFIELD ELEMENTARY,0,0,0.041666667,0.083333333,0.270833333,0,652.2
Dtype 1 Dnum 203 Snum 3,HAYFIELD ELEMENTARY,0,0,0.041666667,0.083333333,0.270833333,1,655.1
Dtype 1 Dnum 203 Snum 3,HAYFIELD ELEMENTARY,0,0,0.041666667,0.083333333,0.270833333,2,661.3
Dtype 1 Dnum 204 Snum 40,KASSON-MANTORVILLE MIDDLE SCHOOL,1,0,0.059459459,0.059459459,0.183783784,0,NA
Dtype 1 Dnum 204 Snum 40,KASSON-MANTORVILLE MIDDLE SCHOOL,1,0,0.059459459,0.059459459,0.183783784,1,NA
Dtype 1 Dnum 204 Snum 40,KASSON-MANTORVILLE MIDDLE SCHOOL,1,0,0.059459459,0.059459459,0.183783784,2,656.6
Dtype 1 Dnum 206 Snum 110,CARLOS ELEMENTARY,1,0,0.045454545,0.272727273,0.5,0,657.2
Dtype 1 Dnum 206 Snum 110,CARLOS ELEMENTARY,1,0,0.045454545,0.272727273,0.5,1,661
Dtype 1 Dnum 206 Snum 110,CARLOS ELEMENTARY,1,0,0.045454545,0.272727273,0.5,2,657.3
Dtype 1 Dnum 206 Snum 120,GARFIELD ELEMENTARY,1,0,0,0,0.166666667,0,657.1
Dtype 1 Dnum 206 Snum 120,GARFIELD ELEMENTARY,1,0,0,0,0.166666667,1,657.1
Dtype 1 Dnum 206 Snum 120,GARFIELD ELEMENTARY,1,0,0,0,0.166666667,2,665.1
Dtype 1 Dnum 206 Snum 130,LINCOLN ELEMENTARY,1,0,0.042253521,0.197183099,0.225352113,0,659.9
Dtype 1 Dnum 206 Snum 130,LINCOLN ELEMENTARY,1,0,0.042253521,0.197183099,0.225352113,1,661.7
Dtype 1 Dnum 206 Snum 130,LINCOLN ELEMENTARY,1,0,0.042253521,0.197183099,0.225352113,2,658.6
Dtype 1 Dnum 206 Snum 140,MILTONA ELEMENTARY,1,0,0,0,0.272727273,0,651.3
Dtype 1 Dnum 206 Snum 140,MILTONA ELEMENTARY,1,0,0,0,0.272727273,1,654.5
Dtype 1 Dnum 206 Snum 140,MILTONA ELEMENTARY,1,0,0,0,0.272727273,2,658.9
Dtype 1 Dnum 206 Snum 150,WOODLAND ELEMENTARY SCHOOL,1,0,0.083333333,0.291666667,0.458333333,0,655.9
Dtype 1 Dnum 206 Snum 150,WOODLAND ELEMENTARY SCHOOL,1,0,0.083333333,0.291666667,0.458333333,1,653.5
Dtype 1 Dnum 206 Snum 150,WOODLAND ELEMENTARY SCHOOL,1,0,0.083333333,0.291666667,0.458333333,2,656.4
Dtype 1 Dnum 206 Snum 160,VOYAGER ELEMENTARY,1,0,0,0.117647059,0.308823529,0,658.9
